2002-10-16;4955.75
2002-11-20;6909.85
2002-12-17;4521.4
2001-01-14;6571.2
2001-02-06;6693.14
2001-03-12;6951.42
2001-04-09;6622.61
2001-05-25;6980.33
2001-06-18;6827.74
2001-07-06;4884.33
2001-08-08;5021.16
2001-09-25;5046.78
2001-10-16;6450.66
2001-11-10;4701.63
2001-12-14;5311.6
2000-01-01;4003.72
2000-02-02;5424.77
2000-03-26;5358.45
2000-04-14;5977.2
2000-05-01;5755.19
2000-06-11;5556.14
2000-07-08;6306.23
2000-08-18;5659.29
2000-09-08;5571.81
2000-10-21;4401.71
2000-11-12;4363.68
2000-12-16;5553.52
2017-01-12;6917.8
2017-02-15;6747.75
2017-03-18;6431.55
2017-04-24;6607.17
2017-05-10;4850.9
2017-06-10;4463.92
2017-07-07;5386.57
2017-08-16;5315.63
2017-09-20;6549.39
2017-10-02;4353.22
2017-11-27;5888.6
2017-12-17;5515.64
